Date,Fridge,AC,Voltage,Kitchen Appliances,Other Appliances,Sub_metering_3,month,year,Total_Consumption,day,Washing Machine,kap_zscore,fridge_zscore,ac_zscore,oap_zscore,wm_zscore
2021-05-21,1294.3960000000004,4192.349999999999,348133.03,4174.403999999987,365.8500000000131,10113.0,5,2020,33.3,21,1073.0,-0.4651519732327726,-0.4713285677978927,-0.3206088698440739,-0.7315144307029849,0.36554954710727905
2021-05-22,2095.772000000001,5317.450000000006,344956.47000000026,6769.627999999975,2439.1500000000124,17454.0,5,2020,56.7,22,2278.0,1.6492391089311773,1.6125491918629737,0.7437479794557111,1.5592087744139127,1.4001732866902288
2021-05-23,1487.5560000000012,6327.499999999997,346594.09999999986,4845.644000000011,375.2999999999902,9541.0,5,2020,41.7,23,864.0,0.061083810765445105,0.017388940411568125,1.6446546062742418,-0.7404191038789913,-0.27189393801302525
2021-05-24,1341.3320000000003,5701.000000000001,347090.5400000001,4377.067999999981,2505.6000000000186,7746.0,5,2020,47.400000000000006,24,1875.0,-0.3023815809532525,-0.3432210742076079,0.9648655658524852,1.5147355081211187,0.7542046146949193
2021-05-25,1198.6259999999963,5096.649999999996,345978.78999999975,3972.373999999988,458.35000000001855,10439.0,5,2020,33.599999999999994,25,474.0,-0.6337053460064483,-0.7112980471397982,0.37860650328323564,-0.6843170302615107,-2.0147325920257906
2021-05-26,1387.8839999999973,6040.250000000014,344942.1999999997,4638.515999999995,4519.349999999995,8530.0,5,2020,52.5,26,914.0,-0.08938110199697724,-0.2159709862851923,1.4767488460472398,3.4751696474585896,-0.26592681062349194
2021-05-27,1323.3419999999987,4895.900000000012,345486.1699999999,4308.857999999996,439.8999999999942,10669.0,5,2020,35.7,27,932.0,-0.33461695036056527,-0.3613361609776549,0.3136009341322053,-0.6375064934917015,-0.26610131551930044
2021-05-28,1398.164000000002,4061.750000000012,345656.9899999997,4504.435999999998,415.6499999999887,11616.0,5,2020,34.2,28,1020.0,-0.20831987559337006,-0.2003804891391056,-0.5549589552620238,-0.6588028164857149,1.1646858517691165
2021-05-29,2049.8080000000023,5140.299999999996,345890.4599999999,6648.591999999997,404.30000000000655,16635.0,5,2020,54.900000000000006,29,4057.0,1.4600105954821896,1.4112882585159572,0.5365973330321142,-0.6638080030579738,66.97191587194649
2021-05-30,1665.7000000000005,4422.300000000004,346272.50000000023,5393.299999999987,3013.7000000000044,9708.0,5,2020,50.7,30,2405.0,0.37731373778587557,0.3592370500110983,-0.20858836482248086,1.6142924301390558,0.2766991285031801
2021-05-31,1340.4620000000002,3646.850000000005,346593.9,4380.7380000000085,2121.9499999999844,10461.0,5,2020,39.6,31,1710.0,-0.4859269717884572,-0.5171794986927407,-0.9933010815566211,0.7416515623804436,-0.6315215272402014
2021-06-01,1777.1799999999985,3802.000000000006,353138.1299999995,5584.220000000014,3305.5999999999804,11359.0,6,2020,48.6,1,1731.0,0.4765354419868734,0.5940410033794542,-0.7770521779076712,1.6869756861933145,-1.0087855757055821
2021-06-02,2712.9860000000017,7415.350000000017,347172.58000000054,8710.813999999995,2236.849999999984,17857.0,6,2020,76.19999999999999,2,4324.0,3.2091003665741327,3.2235663631249274,2.8360344307232572,0.6866413832930243,7.358751445117315
2021-06-03,794.7119999999985,3488.949999999995,349965.0099999998,2526.888000000017,389.4499999999898,3970.0,6,2020,21.6,3,0.0,-1.8994380497494445,-1.8501854677853915,-1.1082071863080025,-0.8624168636242157,-2.1089111576570456
2021-06-04,1825.8520000000017,4265.35,349551.52000000014,5746.94800000001,607.8499999999876,12476.0,6,2020,40.8,4,1154.0,0.5503213262899399,0.6610358549341097,-0.4084618252099916,-0.6885209639441716,-0.4864223371693103
2021-06-05,1299.2500000000014,2967.6000000000063,339824.3200000003,4204.749999999985,328.4000000000088,10280.0,6,2020,26.4,5,0.0,-0.6385498277268681,-0.6350627905367993,-1.596982331384967,-0.8879981416375429,-0.9988505106676091
2021-06-06,1746.7920000000045,7279.649999999982,347647.12999999966,5868.207999999988,596.3500000000313,11365.0,6,2020,69.30000000000001,6,7609.0,0.6376121214566765,0.464819556391398,2.317387511989603,-0.6178248345315608,13.280004565560033
2021-06-07,1005.9340000000008,4807.300000000006,346362.7699999997,3322.2660000000174,764.4999999999782,8451.0,6,2020,29.700000000000003,7,0.0,-1.2569221514304478,-1.2896171573726487,0.09070714650105553,-0.4624661722610936,-0.8724019962860182
2021-06-08,524.7460000000012,4114.600000000007,346972.6600000003,1784.4539999999745,476.2000000000189,3947.0,6,2020,20.700000000000003,8,0.0,-2.3903572639667705,-2.4151322910422732,-0.5150267960648064,-0.6912322894878962,-0.7071067811865477
2021-06-09,1422.8759999999988,4030.100000000006,348252.12000000034,4635.124000000022,547.899999999976,10174.0,6,2020,41.400000000000006,9,3164.0,-0.24774136766856256,-0.27345146878106913,-0.5843665937626924,-0.6328636184485527,0.1749877866965789
2021-06-10,1315.4559999999992,3514.1999999999966,347437.7999999998,4178.94399999998,575.4000000000233,8055.0,6,2020,31.8,10,1016.0,-0.5972008508533473,-0.5386547642362551,-1.0337533815420354,-0.5618019611360044,-0.025924268842490467
2021-06-11,1805.4080000000013,4848.949999999999,343339.52000000054,5891.592000000018,699.0499999999811,9803.0,6,2020,49.5,11,3255.0,0.7366587062272364,0.6773667483674363,0.24067211923363024,-0.40858355627684795,1.4114585375294029
2021-06-13,1674.355999999998,6342.900000000008,347332.2099999996,5612.044000000021,2548.699999999979,9096.0,6,2020,63.3,13,4922.0,0.5142855469209647,0.35614482390417174,1.5832861812042789,1.1383932942682748,2.36173118233052
2021-06-14,1217.9839999999997,4465.999999999993,347928.24000000046,3985.8160000000103,472.1999999999971,10336.0,6,2020,33.3,14,958.0,-0.7207685840737968,-0.7437563616464521,-0.1861081870636718,-0.611689245079588,-1.3162056849363657
2021-06-15,1223.9659999999974,4477.399999999998,346900.7499999999,3993.034000000021,505.5999999999822,10144.0,6,2020,30.6,15,0.0,-0.6750608071720604,-0.686009165594279,-0.19087300456518513,-0.5876904112595356,-1.8737369998341482
2021-06-16,1768.092000000001,4576.95,346681.9900000001,5696.508,4983.449999999995,10336.0,6,2020,56.7,16,10000.0,0.6545039118747706,0.6714148280577622,-0.06437884408899244,3.087400071304048,3.7734908464356125
2021-06-17,1028.0180000000007,4206.699999999996,346215.01000000024,3365.381999999978,499.9000000000233,8510.0,6,2020,27.3,17,20000.0,-1.1025756939372782,-1.1130514234278897,-0.41272369909503526,-0.5859401554090801,3.628507184685511
2021-06-18,1332.3159999999991,4285.450000000013,346353.71,4349.883999999985,455.350000000004,11977.0,6,2020,34.2,18,145.0,-0.28895866422324806,-0.3050226775687237,-0.3611251027075435,-0.6236826169707248,-1.206986070756411
2021-06-19,1416.22,5270.200000000008,348053.2399999999,4652.17999999999,1776.4000000000017,9554.0,6,2020,46.5,19,100.0,-0.05495750529107512,-0.09343085091616177,0.5254583637482159,0.38954909741344723,-1.227304147794273
2021-06-20,1672.5499999999993,3602.0000000000105,346043.27999999985,5418.650000000003,4185.7999999999865,12337.0,6,2020,47.7,20,120.0,0.5258701124298284,0.5305119627908925,-1.0657574296275587,2.220761888760241,-0.7073722208709425
2021-06-21,1660.8900000000042,4241.999999999987,346973.75000000006,5463.709999999998,3509.400000000007,11179.0,6,2020,56.1,21,10000.0,0.5196389896196569,0.4624998126378543,-0.4771505472465072,1.5009693170550609,536.6053668097388
2021-06-22,1520.5880000000002,5235.850000000001,346586.2900000002,5077.012000000006,6198.549999999992,9230.0,6,2020,57.0,22,20000.0,0.1907474788351137,0.08986304869320526,0.44882494364243847,3.2894641034703707,3.5591225062571556
2021-06-23,1442.064,7412.050000000015,345597.9600000004,4869.736000000001,1536.149999999987,10188.0,6,2020,63.0,23,120.0,0.078297135672183,-0.057382826525796876,2.486218706196491,-0.07792019255260103,-1.2222731735778447
2021-06-24,1095.7799999999988,5769.550000000013,346765.6600000002,3619.619999999985,842.0500000000047,8090.0,6,2020,36.900000000000006,24,15660.0,-0.9163060643028723,-0.9339079730188693,0.8616638558450915,-0.5304683297619635,0.6924571809987387
2021-06-25,1099.4379999999996,5468.350000000012,346363.98999999976,3682.961999999979,649.2500000000109,10466.0,6,2020,32.7,25,10000.0,-0.8357761310143996,-0.8925152569722637,0.5941070518768716,-0.6151208403769393,-0.22574997455157117
2021-06-26,981.619999999999,7362.250000000003,347752.6000000008,3342.1800000000067,1192.9499999999916,7939.0,6,2020,41.400000000000006,26,100.0,-1.0900008499824985,-1.1725996099638867,2.2336836362359,-0.28465177335582753,-1.3226033117565346
2021-06-27,1139.9639999999995,7617.749999999998,345524.3699999999,3878.835999999997,798.4500000000062,7690.0,6,2020,48.3,27,20000.0,-0.6250650898650983,-0.7279794638372862,2.278953464564172,-0.4866063305615973,1.7748815555194806
2021-06-28,1471.3400000000006,7022.199999999981,346217.7800000002,4825.059999999974,781.4000000000451,12516.0,6,2020,42.3,28,100.0,0.11096910034379937,0.09542668146547895,1.5866858820868879,-0.5079885456007079,-1.2226882265910894
2021-06-29,1367.2960000000026,8067.900000000013,345848.9400000002,4621.304000000002,1997.4999999999852,8263.0,6,2020,53.400000000000006,29,20000.0,-0.05266405448597509,-0.16268392771274515,2.237760208828187,0.28443932695899266,1.4142135623730951
2021-06-30,1384.135999999998,5964.7,346479.7799999995,4510.863999999995,842.3000000000065,5214.0,6,2020,39.3,30,10000.0,-0.08886465794946768,-0.06942135226851345,0.5688215705176137,-0.5182161717402535,-0.3588833412052325
2021-07-01,1769.4419999999996,1725.3599999999972,352668.3300000001,5530.95800000001,276.2399999999943,12936.0,7,2020,31.5,1,1198.0,0.7495851287849804,0.9326211672943076,-2.368383108658961,-0.8567659434807288,-1.0875360447658864
2021-07-02,1625.7079999999985,2436.990000000001,349465.6399999998,5180.892000000019,3820.409999999984,5546.0,7,2020,47.400000000000006,2,2736.0,0.4354277836608741,0.5242169296379904,-1.7148947480609171,1.5595164933604313,-0.9976900323418115
2021-07-03,1372.4719999999998,2009.2199999999973,350714.5099999996,4339.528000000022,4678.779999999981,3679.0,7,2020,37.2,3,0.0,-0.2223760623992569,-0.09879848036596299,-1.8908248999228745,2.088656389356797,-1.2100230835438441
2021-07-04,1596.9819999999995,2767.8900000000035,348236.9699999997,5092.417999999972,3465.7100000000246,11362.0,7,2020,42.0,4,1077.0,0.6218747616256451,0.7357252792469178,-1.288059448733276,1.1614691335738414,-0.20925636815598253
2021-07-05,1644.0039999999988,2177.460000000002,341994.0900000003,5290.595999999974,334.94000000002416,13602.0,7,2020,31.5,5,1053.0,0.7840457858153344,0.8442249591592762,-1.6062430024520795,-0.8254662523828321,-0.19371587511808772
2021-07-06,1012.0819999999982,2761.6499999999955,348956.7099999999,3355.317999999992,449.9500000000171,6737.0,7,2020,28.200000000000003,6,1821.0,-1.2929498760325364,-1.2968436835358503,-1.17062217333542,-0.7466402880842717,2.212524138145686
2021-07-07,834.7879999999997,3143.0400000000045,346546.7299999996,2832.411999999996,710.760000000002,5762.0,7,2020,25.200000000000003,7,879.0,-1.7871045557155278,-1.829343809899035,-0.9437859343346047,-0.5916761432209383,-1.2285547105185917
2021-07-08,527.4760000000005,2520.3900000000035,347508.0700000004,1802.523999999974,549.6100000000233,3968.0,7,2020,16.200000000000003,8,0.0,-2.738473505020056,-2.6958823950752735,-1.2481861607519262,-0.693180155703583,-3.056715996114307
2021-07-09,1451.8540000000023,2519.4300000000044,347436.22999999946,4750.345999999982,949.37000000001,11829.0,7,2020,34.8,9,1929.0,0.3706848329930331,0.3612497384783182,-1.175374459697124,-0.44371772129069625,1.3838672647678611
2021-07-10,1809.9540000000004,2701.4400000000046,347911.53999999946,5804.246000000019,525.3599999999751,12666.0,7,2020,39.0,10,2159.0,1.4415932693630193,1.5029428582094722,-1.0197308617095757,-0.7153638640499788,1.5509642830931982
2021-07-11,1673.816000000001,2624.6400000000017,343348.54000000004,5477.183999999999,598.359999999997,6943.0,7,2020,34.2,11,1026.0,1.0154566690077358,0.9680617672508213,-1.021922395126659,-0.670017469136045,-0.347754785681949
2021-07-13,1382.114000000001,4315.83,346312.50000000006,4724.085999999992,2804.9700000000066,7894.0,7,2020,46.5,13,2273.0,0.1848551090975455,-0.01676034282964147,-0.07513058016275087,0.6795099741849965,1.162260428545776
2021-07-14,1409.4720000000025,3727.199999999997,346092.3599999998,4725.727999999996,573.6000000000058,7575.0,7,2020,34.5,14,1064.0,0.23405686633910106,0.11963533522133744,-0.38531674181042513,-0.7283724166504817,-1.341863823731885
2021-07-15,1633.161999999997,2884.860000000006,345892.3499999998,5256.037999999993,2154.940000000004,8203.0,7,2020,39.0,15,1071.0,0.8465789067924171,0.9026452531129274,-0.8090517113294805,0.27776444837201975,-0.661955174590033
2021-07-16,820.0560000000002,2950.920000000008,347262.26,2761.344000000003,567.6799999999885,3854.0,7,2020,21.3,16,0.0,-1.8927141265222136,-1.859145251155278,-0.7358118498231525,-0.729299980936098,-2.5855556043398504
2021-07-17,806.3519999999995,2720.250000000004,347305.2599999999,2684.447999999969,588.950000000028,6094.0,7,2020,20.4,17,0.0,-1.8357922867184042,-1.7698516793609842,-0.8271424995750383,-0.7181894412926406,-1.4141907591585798
2021-07-18,812.0380000000005,2548.949999999997,347688.28999999986,2669.361999999982,469.6500000000197,3943.0,7,2020,19.5,18,0.0,-1.7065001515918712,-1.6184704490587003,-0.8774752004845591,-0.7486724626836544,-0.7071067811865821
2021-07-19,801.1580000000001,2887.470000000001,348263.35999999964,2647.6419999999835,563.7300000000159,6105.0,7,2020,20.700000000000003,19,0.0,-1.6541207667966646,-1.585420865811658,-0.6580167968679793,-0.685936674774768,
2021-07-20,855.8240000000012,3276.9000000000046,347974.54,2842.7759999999844,515.50000000001,5178.0,7,2020,22.5,20,9.0,-1.3514854704390857,-1.3144698685793903,-0.42395942024609645,-0.7211772964201991,inf
2021-07-21,1064.1659999999986,3663.69,348077.96000000014,3550.8339999999816,591.3100000000213,6178.0,7,2020,32.7,21,2030.0,-0.6204658270205197,-0.6380956852915669,-0.18604087692257928,-0.6386023016347412,477.76848216664024
2021-07-22,1164.4459999999974,4669.260000000012,347313.2899999999,3877.154000000004,2189.1399999999867,5604.0,7,2020,35.7,22,0.0,-0.2724644132305593,-0.30057652118347716,0.3447295579430147,0.5039765014801966,-0.7118143926431567
2021-07-23,1176.1580000000029,4279.200000000008,345431.4,3897.441999999959,2150.20000000003,8295.0,7,2020,37.2,23,897.0,-0.2101952940373475,-0.22394957140849725,0.130648655848931,0.5229117195054118,0.22761303776524683
2021-07-24,921.6680000000022,4287.810000000012,346027.4900000006,3090.331999999986,2100.1900000000005,3892.0,7,2020,31.200000000000003,24,0.0,-0.9456057881198048,-0.9481343650725073,0.15304632606961582,0.7394121617106383,-1.1746404927657108
2021-07-25,1130.41,3872.4899999999984,346002.4499999999,3720.389999999992,3776.71000000001,7549.0,7,2020,37.5,25,0.0,-0.28678865766074224,-0.27440691124722255,-0.013121278815120622,2.202331922896556,-0.707106781186597
2021-07-26,884.1500000000004,2667.900000000004,346950.1900000002,2943.8499999999717,2204.100000000022,4147.0,7,2020,26.1,26,0.0,-1.0291049513388855,-1.004905303273115,-0.6699536669310427,0.6738461462565317,-0.707106781186597
2021-07-27,952.3599999999982,2620.949999999998,345067.3399999998,3118.439999999965,501.2500000000373,4042.0,7,2020,24.3,27,907.0,-0.8267540411585146,-0.7714412730379782,-0.6489463826443098,-0.7763036772227819,inf
2021-07-28,862.6540000000001,2742.9900000000034,346041.0099999998,2857.5459999999384,535.8100000000577,7232.0,7,2020,23.4,28,801.0,-1.0588973273640954,-1.0275183909685377,-0.5250335730741963,-0.7221085256721842,1.1662974031479025
2021-07-29,549.1039999999995,2658.990000000003,346153.7299999998,1884.0959999999743,507.8100000000222,4158.0,7,2020,16.799999999999997,29,0.0,-1.9007485906460833,-1.8805763667264574,-0.5368554050698817,-0.7346562223415027,-1.406113311932897
2021-07-30,551.2600000000012,2592.8100000000027,345670.6800000002,1889.739999999963,566.1900000000323,4087.0,7,2020,16.799999999999997,30,0.0,-1.7285163403039452,-1.7102974098021504,-0.5434526632470247,-0.6765184132841968,-1.406113311932897
